GID	SYMBOL	GENENAME
aug_v2a.06105	Orct	Organic cation transporter protein
aug_v2a.06101	Orct	Organic cation transporter protein
aug_v2a.22336	amt-3	Putative ammonium transporter 3
aug_v2a.21670	amt-1	Putative ammonium transporter 1
aug_v2a.06825	Sec62	Translocation protein SEC62
aug_v2a.08405	impad1	Inositol monophosphatase 3
aug_v2a.08011	AWC38_SpisGene4939	Uncharacterized protein
aug_v2a.09952	AWC38_SpisGene4939	Uncharacterized protein
aug_v2a.06274	AWC38_SpisGene5347	Uncharacterized protein
aug_v2a.07094	Metap1d	"Methionine aminopeptidase 1D, mitochondrial"
aug_v2a.15573	FAM134C	Protein FAM134C
aug_v2a.22724	TMEM65	Transmembrane protein 65
aug_v2a.15413	LOTGIDRAFT_134790	Uncharacterized protein
aug_v2a.10692	Slc7a4	Cationic amino acid transporter 4
aug_v2a.05199	F13H10.3	Putative amino acid permease F13H10.3
aug_v2a.01099	SLC7A1	High affinity cationic amino acid transporter 1
aug_v2a.20681	SLC7A1	High affinity cationic amino acid transporter 1
aug_v2a.13032	SLC7A2	Low affinity cationic amino acid transporter 2
aug_v2a.19292	AWC38_SpisGene286	High-affinity choline transporter 1
aug_v2a.10421	SLC19A3	Thiamine transporter 2
aug_v2a.21762	v1g213742	Predicted protein
aug_v2a.10313	AWC38_SpisGene10246	Uncharacterized protein
aug_v2a.13271	AWC38_SpisGene10246	Uncharacterized protein
aug_v2a.15474	AWC38_SpisGene7620	Uncharacterized protein
aug_v2a.11413	slc12a8	Solute carrier family 12 member 8
aug_v2a.16485	SLC13A5	Solute carrier family 13 member 5
aug_v2a.10966	CAPTEDRAFT_204392	Uncharacterized protein
aug_v2a.15592	SLC15A4	Solute carrier family 15 member 4
aug_v2a.10057	slc15a4	Solute carrier family 15 member 4
aug_v2a.08435	slc15a4	Solute carrier family 15 member 4
aug_v2a.08434	slc15a4	Solute carrier family 15 member 4
aug_v2a.04776	slc15a4	Solute carrier family 15 member 4
aug_v2a.17048	slc15a4	Solute carrier family 15 member 4
aug_v2a.08711	slc15a4	Solute carrier family 15 member 4
aug_v2a.09761	slc15a4	Solute carrier family 15 member 4
aug_v2a.10199	slc15a4	Solute carrier family 15 member 4
aug_v2a.07034	Slc5a8	Sodium-coupled monocarboxylate transporter 1
aug_v2a.19734	Slc5a12	Sodium-coupled monocarboxylate transporter 2
aug_v2a.05442	SLC5A8	Sodium-coupled monocarboxylate transporter 1
aug_v2a.20119	Slc12a2	Solute carrier family 12 member 2
aug_v2a.21430	SLC12A2	Solute carrier family 12 member 2
aug_v2a.03456	SLC12A2	Solute carrier family 12 member 2
aug_v2a.13289	SLC12A2	Solute carrier family 12 member 2
aug_v2a.00486	SLC12A2	Solute carrier family 12 member 2
aug_v2a.17257	SLC12A2	Solute carrier family 12 member 2
aug_v2a.17364	Slc12a2	Solute carrier family 12 member 2
aug_v2a.17258	SLC12A2	Solute carrier family 12 member 2
aug_v2a.08826	AWC38_SpisGene16252	UPF0420 protein C16orf58
aug_v2a.13381	RS1	Retinoschisin
aug_v2a.08195	Pkdrej	Polycystic kidney disease and receptor for egg jelly-related protein
aug_v2a.07915	Pkd1l2	Polycystic kidney disease protein 1-like 2
aug_v2a.14094	PKD1L2	Polycystic kidney disease protein 1-like 2
aug_v2a.18829	PKD1L2	Polycystic kidney disease protein 1-like 2
aug_v2a.15783	PKDREJ	Polycystic kidney disease and receptor for egg jelly-related protein
aug_v2a.00758	Pkdrej	Polycystic kidney disease and receptor for egg jelly-related protein
aug_v2a.05270	Pkd1l2	Polycystic kidney disease protein 1-like 2
aug_v2a.05282	Pkd1l2	Polycystic kidney disease protein 1-like 2
aug_v2a.09109	Pkd1l2	Polycystic kidney disease protein 1-like 2
aug_v2a.24059	Pkd1l2	Polycystic kidney disease protein 1-like 2
aug_v2a.13943	Pkd1l2	Polycystic kidney disease protein 1-like 2
aug_v2a.16589	Pkd1l2	Polycystic kidney disease protein 1-like 2
aug_v2a.09469	Pkd1l2	Polycystic kidney disease protein 1-like 2
aug_v2a.16445	PKD1L3	Polycystic kidney disease protein 1-like 3
aug_v2a.18335	PKD1	Polycystin-1
aug_v2a.14073	PKD1	Polycystin-1
aug_v2a.18462	Pkdrej	Polycystic kidney disease and receptor for egg jelly-related protein
aug_v2a.12439	Pkd1l2	Polycystic kidney disease protein 1-like 2
aug_v2a.20255	Dennd5b	DENN domain-containing protein 5B
aug_v2a.21153	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.10602	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.13348	KIAA1109	KIAA1109
aug_v2a.06827	XELAEV_18005615mg	Uncharacterized protein
aug_v2a.18159	KP79_PYT00914	C-mannosyltransferase DPY19L1
aug_v2a.15072	Dpy19l1	Putative C-mannosyltransferase DPY19L1
aug_v2a.17987	Cerk	Ceramide kinase
aug_v2a.02282	ABCC4	Multidrug resistance-associated protein 4
aug_v2a.15118	Nnt	"NAD(P) transhydrogenase, mitochondrial"
aug_v2a.13465	Suco	SUN domain-containingsification factor
aug_v2a.23690	Ece1	Endothelin-converting enzyme 1
aug_v2a.09056	Bco2	"Beta,beta-carotene 9',10'-oxygenase"
aug_v2a.20685	RS1	Retinoschisin
aug_v2a.19420	RS1	Retinoschisin
aug_v2a.24252	Pkd1l2	Polycystic kidney disease protein 1-like 2
aug_v2a.16918	oxt	Xylosyltransferase oxt
aug_v2a.09079	AWC38_SpisGene17532	Reticulocyte-binding protein 2-like a
aug_v2a.10066	SAFB	Scaffold attachment factor B1
aug_v2a.09312	MFSD5	Molybdate-anion transporter
aug_v2a.10324	ZDHHC2	Palmitoyltransferase ZDHHC2
aug_v2a.09220	Cthrc1	Collagen triple helix repeat-containing protein 1
aug_v2a.13861	v1g124251	Predicted protein
aug_v2a.19918	rost	Protein rolling stone
aug_v2a.21684	rost	Protein rolling stone
aug_v2a.01180	rost	Protein rolling stone
aug_v2a.13695	TNR	Tenascin-R
aug_v2a.18297	AWC38_SpisGene7191	Techylectin-5B
aug_v2a.20225	UBA1	Ubiquitin-like modifier-activating enzyme 1
aug_v2a.14253	Ryncolin-2	Ryncolin-2
aug_v2a.00456	Ryncolin-2	Ryncolin-2
aug_v2a.08650	Ryncolin-2	Ryncolin-2
aug_v2a.08651	Ryncolin-2	Ryncolin-2
aug_v2a.00454	Ryncolin-2	Ryncolin-2
aug_v2a.18972	v1g245806	Predicted protein
aug_v2a.04571	Sft2d1	Vesicle transport protein SFT2A
aug_v2a.10639	NIPAL2	NIPA-like protein 2
aug_v2a.10323	TMEM131	Transmembrane protein 131
aug_v2a.16483	Gramd1b	GRAM domain-containing protein 1B
aug_v2a.01988	Gramd1b	GRAM domain-containing protein 1B
aug_v2a.10633	Mfsd6	Major facilitator superfamily domain-containing protein 6
aug_v2a.16630	MFSD6	Major facilitator superfamily domain-containing protein 6
aug_v2a.10347	Mfsd6	Major facilitator superfamily domain-containing protein 6
aug_v2a.04006	Mfsd6	Major facilitator superfamily domain-containing protein 6
aug_v2a.24542	MFSD6	Major facilitator superfamily domain-containing protein 6
aug_v2a.06713	BRAFLDRAFT_79625	Uncharacterized protein
aug_v2a.15084	v1g241440	Predicted protein
aug_v2a.08214	v1g246912	Predicted protein
aug_v2a.03513	Tmco3	Transmembrane and coiled-coil domain-containing protein 3
aug_v2a.13721	lgals3bpa	Galectin-3-binding protein A
aug_v2a.23359	GDPD1	Glycerophosphodiester phosphodiesterase domain-containing protein 1
aug_v2a.01502	GDPD1	Glycerophosphodiester phosphodiesterase domain-containing protein 1
aug_v2a.12911	v1g121461	Predicted protein (Fragment)
aug_v2a.17981	Mfsd6	Major facilitator superfamily domain-containing protein 6
aug_v2a.16631	MFSD6	Major facilitator superfamily domain-containing protein 6
aug_v2a.16579	Mfsd6	Major facilitator superfamily domain-containing protein 6
aug_v2a.03667	v1g197168	Predicted protein
aug_v2a.18334	v1g197168	Predicted protein
aug_v2a.03670	v1g197168	Predicted protein
aug_v2a.03668	v1g197168	Predicted protein
aug_v2a.03669	v1g197168	Predicted protein
aug_v2a.23830	v1g197168	Predicted protein
aug_v2a.06652	AWC38_SpisGene5271	UPF0577 protein KIAA1324-like
aug_v2a.00479	AWC38_SpisGene5271	UPF0577 protein KIAA1324-like
aug_v2a.11838	tlcd2	TLC domain-containing protein 2
aug_v2a.01208	GW7_03051	Suppressor of tumorigenicity protein 7-like protein
aug_v2a.23121	MFSD6	Major facilitator superfamily domain-containing protein 6
aug_v2a.05944	HMCN1	Hemicentin-1
aug_v2a.24512	Cntnap2	Contactin-associated protein-like 2
aug_v2a.06122	Cntnap2	Contactin-associated protein-like 2
aug_v2a.22144	Cntnap2	Contactin-associated protein-like 2
aug_v2a.04496	Cntnap2	Contactin-associated protein-like 2
aug_v2a.00409	Cntnap2	Contactin-associated protein-like 2
aug_v2a.06123	Cntnap2	Contactin-associated protein-like 2
aug_v2a.15580	Cntnap2	Contactin-associated protein-like 2
aug_v2a.18528	Cntnap2	Contactin-associated protein-like 2
aug_v2a.18743	Cntnap2	Contactin-associated protein-like 2
aug_v2a.14601	Nrg	Neuroglian
aug_v2a.24529	Nrg	Neuroglian
aug_v2a.14600	v1g240518	Predicted protein
aug_v2a.02203	v1g240518	Predicted protein
aug_v2a.16442	v1g240518	Predicted protein
aug_v2a.20341	v1g240518	Predicted protein
aug_v2a.03427	Robo1	Roundabout-like 1
aug_v2a.04803	Robo1	Roundabout-like 1
aug_v2a.02202	Robo1	Roundabout-like 1
aug_v2a.16757	Robo1	Roundabout-like 1
aug_v2a.19562	Tmem232	Transmembrane protein 232
aug_v2a.20434	Faxc	Failed axon connections-like
aug_v2a.02126	Faxc	Failed axon connections-like
aug_v2a.13756	TMEM245	Transmembrane protein 245
aug_v2a.03168	Faxc	Failed axon connections-like
aug_v2a.21068	Cuzd1	CUB and zona pellucida-like domain-containing protein 1
aug_v2a.21798	CUZD1	CUB and zona pellucida-like domain-containing protein 1
aug_v2a.13064	NCAM2	Neural cell adhesion molecule 2
aug_v2a.04885	OIT3	Oncoprotein-induced transcript 3 protein
aug_v2a.14347	OIT3	Oncoprotein-induced transcript 3 protein
aug_v2a.23941	Slc35e2	Solute carrier family 35 member E2
aug_v2a.18835	Cntnap2	Contactin-associated protein-like 2
aug_v2a.15016	PTPRD	Receptor-type tyrosine-protein phosphatase delta
aug_v2a.08789	PTPRD	Receptor-type tyrosine-protein phosphatase delta
aug_v2a.06322	Gpr107	Protein GPR107
aug_v2a.23022	TMEM183B	Transmembrane protein 183B
aug_v2a.23584	v1g236781	Predicted protein
aug_v2a.02220	Mpeg1	Macrophage-expressed gene 1 protein
aug_v2a.03064	Mpeg1	Macrophage-expressed gene 1 protein
aug_v2a.04903	tmem69	Transmembrane protein 69
aug_v2a.09008	TMEM86A	Lysoplasmalogenase-like protein TMEM86A
aug_v2a.09979	MFSD12	Major facilitator superfamily domain-containing protein 12
aug_v2a.24363	MFSD12	Major facilitator superfamily domain-containing protein 12
aug_v2a.08175	Mfsd12	Major facilitator superfamily domain-containing protein 12
aug_v2a.24265	MFSD12	Major facilitator superfamily domain-containing protein 12
aug_v2a.13253	v1g244980	Predicted protein
aug_v2a.09523	Fcan01_12449	Transmembrane protein 45B
aug_v2a.12629	XKR6	XK-related protein 6
aug_v2a.15210	xkr6	XK-related protein 6
aug_v2a.02760	Odr4	Protein odr-4-like
aug_v2a.01006	Trp53i11	Tumor protein p53-inducible protein 11
aug_v2a.21302	tmem242	Transmembrane protein 242
aug_v2a.02053	AWC38_SpisGene11049	Putative leucine-rich repeat-containing protein
aug_v2a.01778	AWC38_SpisGene11049	Putative leucine-rich repeat-containing protein
aug_v2a.00497	AWC38_SpisGene11049	Putative leucine-rich repeat-containing protein
aug_v2a.01771	AWC38_SpisGene11049	Putative leucine-rich repeat-containing protein
aug_v2a.01772	AWC38_SpisGene11049	Putative leucine-rich repeat-containing protein
aug_v2a.01774	AWC38_SpisGene11049	Putative leucine-rich repeat-containing protein
aug_v2a.01775	AWC38_SpisGene11049	Putative leucine-rich repeat-containing protein
aug_v2a.18232	v1g190366	Predicted protein
aug_v2a.15209	xkr6	XK-related protein 6
aug_v2a.14213	fam173b	Protein FAM173B
aug_v2a.11487	Tmem209	Transmembrane protein 209
aug_v2a.04792	dnajc22	DnaJ-like subfamily C member 22
aug_v2a.15049	lhfp	Lipoma HMGIC fusion partner-like
aug_v2a.22984	TMEM104	Transmembrane protein 104
aug_v2a.00173	TMEM19	Transmembrane protein 19
aug_v2a.08795	TMTC3	Transmembrane and TPR repeat-containing protein 3
aug_v2a.03404	TMEM180	Transmembrane protein 180
aug_v2a.20010	pcnxl4	Pecanex-like protein 4
aug_v2a.06864	unc93a	Protein unc-93-like A
aug_v2a.02430	AWC38_SpisGene9282	UPF0577 protein KIAA1324-like
aug_v2a.01873	Lhfpl4	Lipoma HMGIC fusion partner-like protein 4
aug_v2a.02646	tmem53	Transmembrane protein 53
aug_v2a.05579	tmem39a-b	Transmembrane protein 39A-B
aug_v2a.22301	AWC38_SpisGene20598	Uncharacterized protein
aug_v2a.11921	v1g14428	Predicted protein (Fragment)
aug_v2a.01328	lysmd4	LysM and putative peptidoglycan-binding domain-containing protein 4
aug_v2a.23971	Tmem164	Transmembrane protein 164
aug_v2a.07951	TMEM26	Transmembrane protein 26
aug_v2a.14683	TMEM26	Transmembrane protein 26
aug_v2a.21864	Higd1c	HIG1 domain family member 1C
aug_v2a.05741	Tspan7	Tetraspanin-7
aug_v2a.21579	lmbrd2	LMBR1 domain-containing protein 2
aug_v2a.19995	lmbrd2	LMBR1 domain-containing protein 2
aug_v2a.04411	v1g187754	Predicted protein
aug_v2a.16854	v1g213929	Predicted protein
aug_v2a.13612	v1g117848	Predicted protein (Fragment)
aug_v2a.09921	AWC38_SpisGene20621	Transmembrane protein C5orf28-like
aug_v2a.18724	Pcnx	Pecanex-like protein 1
aug_v2a.13782	SLC35F5	Solute carrier family 35 member F5
aug_v2a.20146	Tmem209	Transmembrane protein 209
aug_v2a.22155	Pcnx	Pecanex-like protein 1
aug_v2a.01990	TM2D3	TM2 domain-containing protein 3
aug_v2a.11360	TMEM243	Transmembrane protein 243
aug_v2a.19444	v1g117684	Predicted protein (Fragment)
aug_v2a.07371	v1g173444	Predicted protein
aug_v2a.00572	TMEM185B	Transmembrane protein 185B
aug_v2a.18152	TMEM185B	Transmembrane protein 185B
aug_v2a.17978	TM9SF3	Transmembrane 9 superfamily member 3
aug_v2a.23897	TM9SF3	Transmembrane 9 superfamily member 3
aug_v2a.17399	Pcnx	Pecanex-like protein 1
aug_v2a.14711	Pcnx	Pecanex-like protein 1
aug_v2a.03162	v1g239915	Predicted protein
aug_v2a.14896	v1g232392	Predicted protein
aug_v2a.13453	TM2D1	TM2 domain-containing protein 1
aug_v2a.00826	g.18743	Uncharacterized protein
aug_v2a.00827	AWC38_SpisGene12859	Uncharacterized protein
aug_v2a.20541	AWC38_SpisGene12859	Uncharacterized protein
aug_v2a.19881	TMEM63B	Transmembrane protein 63B
aug_v2a.08237	LPHN3	Latrophilin-3
aug_v2a.07180	HMCN1	Hemicentin-1
aug_v2a.13318	Oit3	Oncoprotein-induced transcript 3 protein
aug_v2a.14554	Oit3	Oncoprotein-induced transcript 3 protein
aug_v2a.19889	MUC4	Mucin-4
aug_v2a.19449	RpL10A	60S ribosomal protein L10a
aug_v2a.04802	Cuzd1	CUB and zona pellucida-like domain-containing protein 1
aug_v2a.16317	MFSD12	Major facilitator superfamily domain-containing protein 12
aug_v2a.17363	MFSD12	Major facilitator superfamily domain-containing protein 12
aug_v2a.18644	AWC38_SpisGene1472	Uncharacterized protein
aug_v2a.07186	VAMP4	Vesicle-associated membrane protein 4
aug_v2a.13557	VAMP713	Vesicle-associated membrane protein 713
aug_v2a.01447	flower	Calcium channel flower
aug_v2a.19961	PRKRIR	52 kDa repressor of the inhibitor of the protein kinase
aug_v2a.12924	roco5	Putative serine/threonine-protein kinase roco5
aug_v2a.20220	ROR2	Tyrosine-protein kinase transmembrane receptor ROR2
aug_v2a.04287	v1g113928	Predicted protein (Fragment)
aug_v2a.15198	Aass	"Alpha-aminoadipic semialdehyde synthase, mitochondrial"
aug_v2a.11979	frrs1	Putative ferric-chelate reductase 1
aug_v2a.04544	frrs1	Putative ferric-chelate reductase 1
aug_v2a.22749	LBR	Lamin-B receptor
aug_v2a.14596	mshA	D-inositol 3-phosphate glycosyltransferase
aug_v2a.07192	Hgsnat	Heparan-alpha-glucosaminide N-acetyltransferase
aug_v2a.08684	NAA25	"N-alpha-acetyltransferase 25, NatB auxiliary subunit"
aug_v2a.15082	Mboat2	Membrane-bound O-acyltransferase domain-containing protein 2
aug_v2a.14790	TMEM68	Transmembrane protein 68
aug_v2a.13511	mboat2	Membrane-bound O-acyltransferase domain-containing protein 2
aug_v2a.13510	mboat2	Membrane-bound O-acyltransferase domain-containing protein 2
aug_v2a.10129	mboat7	Lysophospholipid acyltransferase 7
aug_v2a.15083	mboat2	Membrane-bound O-acyltransferase domain-containing protein 2
aug_v2a.10548	SEC	Putative UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC
aug_v2a.08364	Atad5	ATPase family AAA domain-containing protein 5
aug_v2a.13219	SEC	Putative UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC
aug_v2a.13490	SEC	Putative UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC
aug_v2a.23595	SEC	Putative UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC
aug_v2a.05858	NOTUM	Protein notum-like
aug_v2a.23180	Acot1	Acyl-coenzyme A thioesterase 1
aug_v2a.23608	NOTUM	Protein notum-like
aug_v2a.17903	OIT3	Oncoprotein-induced transcript 3 protein
aug_v2a.01384	TMEM62	Transmembrane protein 62
aug_v2a.20258	TMEM62	Transmembrane protein 62
aug_v2a.15939	ENPP3	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3
aug_v2a.18096	tmppe	Transmembrane protein with metallophosphoesterase domain
aug_v2a.08829	Cenpv	Centromere protein V
aug_v2a.03684	Rnf180	E3 ubiquitin-protein ligase RNF180
aug_v2a.00028	AWC38_SpisGene8015	Uncharacterized protein
aug_v2a.01242	Lin37	Protein lin-37-like
aug_v2a.10585	hs6st1a	Heparan-sulfate 6-O-sulfotransferase 1-A
aug_v2a.18516	Pigp	Phosphatidylinositol N-acetylglucosaminyltransferase subunit P
aug_v2a.14170	Ank1	Ankyrin-1
aug_v2a.11183	Zdhhc1	Putative palmitoyltransferase ZDHHC1
aug_v2a.11536	Zdhhc23	Palmitoyltransferase ZDHHC23
aug_v2a.10222	NOTCH1	Neurogenic locus notch-like protein 1
aug_v2a.15469	Nrp2	Neuropilin-2
aug_v2a.06900	CNPPD1	Protein CNPPD1
aug_v2a.23149	abpC	Gelation factor
aug_v2a.19987	poxA	Peroxinectin A
aug_v2a.13762	DES1	Delta(5) fatty acid desaturase
aug_v2a.12902	DES1	Delta(5) fatty acid desaturase
aug_v2a.11712	DES1	Delta(5) fatty acid desaturase
aug_v2a.11711	DES1	Delta(5) fatty acid desaturase
aug_v2a.22235	DES1	Delta(5) fatty acid desaturase
aug_v2a.16453	DISP1	Dispatched RND transporter family member 1
aug_v2a.14137	slc22a15b	Solute carrier family 22 member 15-like
aug_v2a.16933	Orct	Organic cation transporter protein
aug_v2a.18844	Orct	Organic cation transporter protein
aug_v2a.03288	Slc2a13	Proton myo-inositol cotransporter (Fragment)
aug_v2a.08437	slc15a4	Solute carrier family 15 member 4
aug_v2a.17487	slc15a4	Solute carrier family 15 member 4
aug_v2a.14136	slc22a15b	Solute carrier family 22 member 15-like
aug_v2a.14135	slc22a15b	Solute carrier family 22 member 15-like
aug_v2a.14134	slc22a15b	Solute carrier family 22 member 15-like
aug_v2a.18655	slc37a2	Sugar phosphate exchanger 2
aug_v2a.10789	v1g170798	Predicted protein
aug_v2a.04125	v1g89058	Predicted protein (Fragment)
aug_v2a.11301	slc22a15b	Solute carrier family 22 member 15-like
aug_v2a.23409	slc22a15b	Solute carrier family 22 member 15-like
aug_v2a.07448	Slc17a9	Solute carrier family 17 member 9
aug_v2a.08972	Slc15a2	Solute carrier family 15 member 2
aug_v2a.08984	v1g174894	Predicted protein
aug_v2a.02386	v1g246165	Predicted protein
aug_v2a.10573	CLEC17A	"C-type lectin domain family 17, member A"
aug_v2a.15829	CLEC17A	"C-type lectin domain family 17, member A"
aug_v2a.06178	Clec4e	C-type lectin domain family 4 member E
aug_v2a.16582	Clec4e	C-type lectin domain family 4 member E
aug_v2a.17972	v1g205904	Predicted protein
aug_v2a.23075	eva-1	Protein eva-1
aug_v2a.21039	SELP	P-selectin
aug_v2a.02214	Selp	P-selectin
aug_v2a.24575	Selp	P-selectin
aug_v2a.09017	Selp	P-selectin
aug_v2a.16580	MGAM	"Maltase-glucoamylase, intestinal"
aug_v2a.08610	Atrnl1	Attractin-like protein 1
aug_v2a.23337	Megf8	Multiple epidermal growth factor-like domains protein 8
aug_v2a.21509	JPH2	Junctophilin-2
aug_v2a.01688	larp7	La-related protein 7
aug_v2a.12444	Unc79	Protein unc-79-like
aug_v2a.20132	Unc79	Protein unc-79-like
aug_v2a.21582	Unc79	Protein unc-79-like
aug_v2a.23288	Unc79	Protein unc-79-like
aug_v2a.08654	Gpr157	Putative G-protein coupled receptor 157
aug_v2a.11729	Arfgef3	Brefeldin A-inhibited guanine nucleotide-exchange protein 3
aug_v2a.02652	spcs2	Putative signal peptidase complex subunit 2
aug_v2a.20402	NCAM1	Neural cell adhesion molecule 1
aug_v2a.08018	XPR1	Xenotropic and polytropic retrovirus receptor 1
aug_v2a.13688	XPR1	Xenotropic and polytropic retrovirus receptor 1
aug_v2a.11819	esyt3	Extended synaptotagmin-3
aug_v2a.04478	FBN1	Fibrillin-1
aug_v2a.13986	HMCN1	Hemicentin-1
aug_v2a.04786	Ccdc108	Coiled-coil domain-containing protein 108
aug_v2a.03840	Ccdc108	Coiled-coil domain-containing protein 108
aug_v2a.19351	Ccdc108	Coiled-coil domain-containing protein 108
aug_v2a.08219	Slc9c1	Sodium/hydrogen exchanger 10
aug_v2a.19217	SLC29A3	Equilibrative nucleoside transporter 3
aug_v2a.00463	ALOX5	Arachidonate 5-lipoxygenase
aug_v2a.11032	Tmem55a	"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase"
aug_v2a.14563	SLC9A9	Sodium/hydrogen exchanger 9
aug_v2a.13181	stard3	StAR-related lipid transfer protein 3
aug_v2a.17858	v1g247670	Predicted protein
aug_v2a.05524	tmem18	Transmembrane protein 18
aug_v2a.09570	ndc1	Nucleoporin NDC1
aug_v2a.05434	ndc1	Nucleoporin NDC1
aug_v2a.09392	RRP12	RRP12-like protein
aug_v2a.08188	RRP12	RRP12-like protein
aug_v2a.06430	RRP12	RRP12-like protein
aug_v2a.02497	NOC4L	Nucleolar complex protein 4-like
aug_v2a.16923	bmb	Protein brambleberry
aug_v2a.07708	bmb	Protein brambleberry
aug_v2a.09305	v1g244288	Predicted protein
aug_v2a.06560	Aass	"Alpha-aminoadipic semialdehyde synthase, mitochondrial"
aug_v2a.06559	v1g245645	Predicted protein
aug_v2a.22550	v1g245645	Predicted protein
aug_v2a.14462	SFXN1	Sideroflexin-1
aug_v2a.19829	Atp5g2	"ATP synthase F(0) complex subunit C2, mitochondrial"
aug_v2a.08506	Atp5g2	"ATP synthase F(0) complex subunit C2, mitochondrial"
aug_v2a.20387	Ints1	Integrator complex subunit 1
aug_v2a.17634	Ints1	Integrator complex subunit 1
aug_v2a.17256	Ints1	Integrator complex subunit 1
aug_v2a.13411	Ints1	Integrator complex subunit 1
aug_v2a.16238	TTN	Titin
aug_v2a.24496	Oca2	P protein
aug_v2a.20192	Sorl1	Sortilin-related receptor
aug_v2a.01002	slc16a10	Monocarboxylate transporter 10
aug_v2a.23175	gxylt2	Glucoside xylosyltransferase 2
aug_v2a.12155	Sptlc1	Serine palmitoyltransferase 1
aug_v2a.01634	Slc15a2	Solute carrier family 15 member 2
aug_v2a.05125	Abhd2	Abhydrolase domain-containing protein 2
aug_v2a.23127	Abhd2	Abhydrolase domain-containing protein 2
aug_v2a.19425	PPAPDC3	Putative lipid phosphate phosphatase PPAPDC3
aug_v2a.20802	Svep1	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"
aug_v2a.17726	v1g160394	Predicted protein
aug_v2a.07076	BCL2	Apoptosis regulator Bcl-2
aug_v2a.11623	AWC38_SpisGene7186	Uncharacterized protein
aug_v2a.03611	mec-2	Mechanosensory protein 2
aug_v2a.17439	mec-2	Mechanosensory protein 2
aug_v2a.02659	mec-2	Mechanosensory protein 2
aug_v2a.02656	mec-2	Mechanosensory protein 2
aug_v2a.02655	mec-2	Mechanosensory protein 2
aug_v2a.14542	v1g247670	Predicted protein
aug_v2a.06553	PTPRA	Receptor-type tyrosine-protein phosphatase alpha
aug_v2a.00475	Lar	Tyrosine-protein phosphatase Lar (Fragment)
aug_v2a.09422	TTN	Titin
aug_v2a.17032	ptprf	Receptor-type tyrosine-protein phosphatase F
aug_v2a.07154	fech	"Ferrochelatase, mitochondrial"
aug_v2a.13699	TTN	Titin
aug_v2a.22353	TrpA1	Transient receptor potential cation channel subfamily A member 1
aug_v2a.00736	TrpA1	Transient receptor potential cation channel subfamily A member 1
aug_v2a.23596	Trpa1	Transient receptor potential cation channel subfamily A member 1
aug_v2a.00690	trpa-1	Transient receptor potential cation channel subfamily A member 1-like
aug_v2a.00691	trpa-1	Transient receptor potential cation channel subfamily A member 1-like
aug_v2a.11587	trpa-1	Transient receptor potential cation channel subfamily A member 1-like
aug_v2a.05077	BAX	Apoptosis regulator BAX
aug_v2a.14934	Cntnap1	Contactin-associated protein 1
aug_v2a.23425	CNTNAP2	Contactin-associated protein-like 2 (Fragment)
aug_v2a.10786	Cntnap2	Contactin-associated protein-like 2
aug_v2a.19333	Cntnap2	Contactin-associated protein-like 2
aug_v2a.24650	v1g82333	Predicted protein
aug_v2a.11957	v1g82333	Predicted protein
aug_v2a.15132	Ugt2a2	UDP-glucuronosyltransferase 2A2
aug_v2a.19477	UGT2A3	UDP-glucuronosyltransferase 2A3
aug_v2a.07758	UGT2A3	UDP-glucuronosyltransferase 2A3
aug_v2a.08070	TYR	Tyrosinase
aug_v2a.08145	TYR	Tyrosinase
aug_v2a.10640	v1g92641	Predicted protein (Fragment)
aug_v2a.19685	PTPRA	Receptor-type tyrosine-protein phosphatase alpha
aug_v2a.18764	Ptprd	Receptor-type tyrosine-protein phosphatase delta
aug_v2a.16329	LRP2	Low-density lipoprotein receptor-related protein 2
aug_v2a.08701	nphp3	Nephrocystin-3
aug_v2a.22127	lhfpl2	Lipoma HMGIC fusion partner-like 2 protein
aug_v2a.23970	20212500	Uncharacterized protein
aug_v2a.20241	Jmjd1c	Putative JmjC domain-containing histone demethylation protein 2C
aug_v2a.13106	Tace	ADAM 17-like protease
aug_v2a.17097	T27F6.6	Putative neutral sphingomyelinase
aug_v2a.12150	AWC38_SpisGene11430	Metalloprotease TIKI-like
aug_v2a.05257	LOC106180358	RING finger protein 215-like
aug_v2a.12971	frrs1	Putative ferric-chelate reductase 1
aug_v2a.15724	Slc39a14	Zinc transporter ZIP14
aug_v2a.15723	Slc39a14	Zinc transporter ZIP14
aug_v2a.12755	Slc39a14	Zinc transporter ZIP14
aug_v2a.11161	v1g83150	Predicted protein
aug_v2a.09168	SLC39A9	Zinc transporter ZIP9
aug_v2a.13633	v1g203013	Predicted protein
aug_v2a.15712	Ano7	Anoctamin-7
aug_v2a.18185	Mesp2	Mesoderm posterior protein 2
aug_v2a.18609	Ano7	Anoctamin-7
aug_v2a.11384	Abhd16a	Abhydrolase domain-containing protein 16A
